brand,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Hyundai,2006,40000,Petrol,Individual,Manual,Second Owner,100000
Maruti,2014,120000,Petrol,Individual,Manual,Third Owner,150000
Tata,2011,10000,Diesel,Individual,Manual,Second Owner,149000
Tata,2011,80000,Diesel,Individual,Manual,Second Owner,160000
Datsun,2018,10000,Petrol,Individual,Manual,First Owner,434999
Mahindra,2014,156000,Diesel,Individual,Manual,First Owner,800000
Toyota,2010,120000,Diesel,Individual,Manual,Second Owner,819999
Maruti,2007,100000,Petrol,Individual,Manual,Second Owner,163000
Mercedes-Benz,2001,100000,Diesel,Individual,Manual,Second Owner,350000
Tata,2006,100000,Petrol,Individual,Manual,Second Owner,75000
Maruti,2012,60000,Petrol,Individual,Manual,Second Owner,180000
Ford,2017,30000,Diesel,Individual,Manual,First Owner,675000
Maruti,2013,170000,Diesel,Individual,Manual,First Owner,400000
Volkswagen,2013,100000,Diesel,Individual,Manual,Second Owner,434999
Tata,2006,110000,Petrol,Individual,Manual,Second Owner,100000
Maruti,2015,170000,Diesel,Individual,Manual,Second Owner,419000
Tata,2009,100000,Petrol,Individual,Manual,First Owner,200000
Renault,2014,35000,Diesel,Individual,Manual,First Owner,400000
Ford,2018,40000,Diesel,Individual,Manual,Second Owner,790000
Renault,2015,90000,Diesel,Individual,Manual,Second Owner,500000
Skoda,2012,120000,Diesel,Individual,Manual,Second Owner,275000
Hyundai,2012,120000,Diesel,Individual,Manual,Second Owner,450000
Mahindra,2020,25000,Diesel,Dealer,Manual,First Owner,1400000
Renault,2015,15000,Diesel,Individual,Manual,First Owner,800000
Maruti,2014,41000,Petrol,Dealer,Manual,First Owner,315000
Maruti,2019,16000,Petrol,Individual,Manual,First Owner,700000
Mahindra,2016,51000,Diesel,Dealer,Manual,First Owner,585000
Chevrolet,2014,30000,Petrol,Individual,Manual,First Owner,350000
Honda,2014,80000,Diesel,Dealer,Manual,First Owner,495000
Hyundai,2017,50000,Petrol,Individual,Manual,First Owner,500000
Hyundai,2013,44000,Petrol,Dealer,Manual,First Owner,345000
Maruti,2015,10000,Petrol,Individual,Manual,First Owner,500000
Maruti,2016,33000,Petrol,Dealer,Manual,First Owner,360000
Maruti,2010,25000,Petrol,Individual,Manual,First Owner,210000
Maruti,2014,66000,Petrol,Dealer,Manual,First Owner,220000
Chevrolet,2009,48000,Petrol,Individual,Manual,First Owner,250000
Toyota,2016,146000,Diesel,Dealer,Manual,First Owner,990000
Mahindra,2013,100000,Diesel,Individual,Manual,Fourth & Above Owner,220000
Jaguar,2012,50000,Diesel,Individual,Automatic,Second Owner,1800000
Honda,2014,50000,Petrol,Individual,Manual,First Owner,530000
Maruti,2016,50000,Diesel,Individual,Manual,First Owner,575000
Mahindra,2012,99000,Diesel,Dealer,Manual,First Owner,400000
Honda,2016,50000,Diesel,Individual,Manual,First Owner,680000
Hyundai,2014,80000,Diesel,Individual,Automatic,First Owner,1000000
Maruti,2016,45000,Petrol,Individual,Manual,Second Owner,260000
Tata,2010,50000,Petrol,Individual,Manual,Second Owner,150000
Maruti,2008,70000,Petrol,Individual,Manual,Third Owner,180000
Force,2014,37516,Diesel,Individual,Manual,First Owner,346000
Mahindra,2015,20000,Diesel,Individual,Manual,First Owner,450000
Hyundai,2019,5000,Petrol,Individual,Manual,First Owner,500000
Hyundai,2019,8000,Diesel,Individual,Manual,First Owner,700000
Maruti,2019,25880,Petrol,Individual,Manual,First Owner,280000
Hyundai,2019,10000,Petrol,Individual,Automatic,First Owner,475000
Maruti,2009,50000,Diesel,Individual,Manual,First Owner,300000
Maruti,2014,40000,Petrol,Individual,Manual,First Owner,200999
Skoda,2009,100000,Diesel,Individual,Manual,Third Owner,200000
Chevrolet,2009,80000,Petrol,Individual,Manual,Second Owner,210000
Tata,2012,110000,Diesel,Individual,Manual,First Owner,160000
Hyundai,2009,136000,Diesel,Individual,Manual,Second Owner,175000
Tata,2012,80000,Diesel,Individual,Manual,First Owner,320000
Maruti,2009,50000,Petrol,Individual,Manual,Second Owner,110000
Maruti,2008,30000,Petrol,Individual,Manual,First Owner,300000
Honda,2012,10000,Petrol,Individual,Manual,First Owner,700000
Tata,2009,90000,Diesel,Individual,Manual,Fourth & Above Owner,135000
Mahindra,2015,110000,Diesel,Individual,Manual,First Owner,500000
Mahindra,2012,120000,Diesel,Individual,Manual,Second Owner,550000
Toyota,2014,90000,Diesel,Individual,Manual,Third Owner,1050000
Honda,2016,20000,Petrol,Individual,Manual,First Owner,500000
Maruti,2011,90000,Diesel,Individual,Manual,Second Owner,180000
Hyundai,2010,50000,Petrol,Individual,Manual,Second Owner,170000
Honda,2019,9000,Petrol,Individual,Manual,First Owner,484999
Maruti,2011,70000,Petrol,Individual,Manual,Second Owner,150000
Maruti,2018,25000,Petrol,Individual,Manual,First Owner,380000
Hyundai,2019,10000,Petrol,Individual,Manual,First Owner,480000
Tata,2009,90000,Diesel,Individual,Manual,Fourth & Above Owner,135000
Volkswagen,2011,60000,Diesel,Individual,Manual,Second Owner,290000
Fiat,2013,70000,Petrol,Individual,Manual,First Owner,350000
Maruti,2014,25000,Petrol,Individual,Manual,First Owner,110000
Hyundai,2003,80000,Petrol,Individual,Manual,Third Owner,70000
Volkswagen,2011,70000,Petrol,Individual,Automatic,Third Owner,300000
Maruti,2017,60000,Petrol,Individual,Manual,First Owner,180000
Renault,2020,20000,Petrol,Individual,Manual,First Owner,300000
Maruti,2017,60000,Petrol,Individual,Manual,First Owner,509000
Maruti,2016,80000,Diesel,Individual,Manual,First Owner,650000
Maruti,2015,70000,Diesel,Individual,Manual,Third Owner,450000
Mahindra,1999,2020,Diesel,Individual,Manual,Second Owner,170000
Mahindra,2007,100000,Diesel,Individual,Manual,Second Owner,210000
Hyundai,2013,80000,Diesel,Individual,Manual,Second Owner,360000
Toyota,2011,120000,Diesel,Individual,Manual,Second Owner,495000
Maruti,2006,100000,Petrol,Individual,Manual,Third Owner,105000
Hyundai,2010,60000,Petrol,Individual,Manual,Third Owner,270000
Ford,2010,110000,Petrol,Individual,Manual,First Owner,130000
Honda,2014,90000,Diesel,Individual,Manual,Second Owner,700000
Chevrolet,2012,40000,Diesel,Individual,Manual,First Owner,400000
Maruti,2009,60000,Petrol,Individual,Manual,Second Owner,250000
Honda,2013,94000,Diesel,Individual,Manual,Second Owner,325000
Maruti,2008,100000,Petrol,Individual,Manual,First Owner,69000
Mahindra,2018,25000,Diesel,Individual,Manual,First Owner,1380000
Maruti,2007,90000,Petrol,Individual,Manual,First Owner,90000
Mahindra,2016,40000,Diesel,Individual,Manual,First Owner,1000000
Hyundai,2010,90000,CNG,Individual,Manual,Second Owner,145000
Maruti,2020,1100,Petrol,Individual,Manual,Fourth & Above Owner,250000
Maruti,2011,70000,Diesel,Individual,Manual,Third Owner,256000
Tata,2005,120000,Diesel,Individual,Manual,First Owner,70000
Maruti,2000,88500,Petrol,Individual,Manual,Fourth & Above Owner,50000
Renault,2016,70000,Petrol,Individual,Manual,Second Owner,240000
Tata,2010,128000,Petrol,Individual,Manual,First Owner,97000
Tata,2012,120000,Diesel,Individual,Manual,First Owner,130000
Maruti,2009,52536,Petrol,Individual,Manual,First Owner,199000
Honda,2006,70000,Petrol,Individual,Automatic,First Owner,125000
Hyundai,2015,60000,Diesel,Individual,Manual,First Owner,420000
Mahindra,2016,110000,Diesel,Individual,Manual,First Owner,525000
Hyundai,2008,85000,Petrol,Individual,Manual,First Owner,125000
Hyundai,2010,135000,Diesel,Individual,Manual,First Owner,325000
Volkswagen,2012,86000,Diesel,Individual,Manual,Fourth & Above Owner,330000
Maruti,2010,50000,Petrol,Individual,Manual,First Owner,110000
Maruti,2019,1950,Petrol,Individual,Manual,First Owner,450000
Maruti,2005,118400,Petrol,Individual,Manual,First Owner,85000
Honda,2007,70000,Petrol,Individual,Manual,Second Owner,229999
Hyundai,2012,60000,Petrol,Individual,Manual,Second Owner,250000
Ford,2015,68000,Diesel,Individual,Manual,First Owner,650000
Maruti,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000
Toyota,2017,6480,Petrol,Trustmark Dealer,Manual,First Owner,650000
Maruti,2017,32077,Diesel,Trustmark Dealer,Manual,First Owner,750000
Toyota,2018,19107,Petrol,Trustmark Dealer,Manual,First Owner,850000
Hyundai,2017,18469,Petrol,Trustmark Dealer,Manual,First Owner,315000
Maruti,2015,28217,Petrol,Trustmark Dealer,Manual,First Owner,415000
Maruti,2016,72787,Diesel,Trustmark Dealer,Manual,First Owner,640000
Maruti,2017,31063,Petrol,Trustmark Dealer,Manual,First Owner,780000
Toyota,2017,79641,Diesel,Trustmark Dealer,Automatic,First Owner,2595000
Hyundai,2015,58692,Diesel,Trustmark Dealer,Manual,First Owner,850000
Hyundai,2015,54784,Diesel,Trustmark Dealer,Manual,First Owner,900000
Toyota,2016,64156,Petrol,Trustmark Dealer,Manual,First Owner,1150000
Maruti,2007,54000,Petrol,Individual,Manual,First Owner,75000
Volkswagen,2012,97000,Diesel,Individual,Manual,First Owner,215000
Maruti,2009,120000,Petrol,Individual,Automatic,Second Owner,130000
Hyundai,2019,16000,Petrol,Individual,Automatic,First Owner,400000
Maruti,2019,60000,Petrol,Individual,Automatic,First Owner,550000
Chevrolet,2016,52000,Petrol,Dealer,Manual,First Owner,245000
Maruti,2010,110000,Diesel,Individual,Manual,Fourth & Above Owner,320000
Mahindra,2016,60000,Diesel,Individual,Automatic,Second Owner,730000
Ford,2005,100000,Petrol,Individual,Manual,Third Owner,120000
Honda,2017,35000,Petrol,Individual,Manual,First Owner,950000
Maruti,2017,48000,Petrol,Individual,Manual,Third Owner,350000
Maruti,2005,20000,Petrol,Individual,Manual,Second Owner,100000
Maruti,2017,30000,Petrol,Individual,Manual,First Owner,350000
Maruti,2005,40000,Petrol,Individual,Manual,Second Owner,80000
Hyundai,2013,60000,Petrol,Individual,Manual,First Owner,370000
Hyundai,2012,70000,Petrol,Individual,Manual,Second Owner,160000
Tata,2009,120000,Diesel,Individual,Manual,First Owner,130000
Chevrolet,2016,30000,Petrol,Individual,Manual,First Owner,250000
Tata,2012,80000,Diesel,Individual,Manual,Second Owner,270000
BMW,2019,9500,Diesel,Individual,Automatic,First Owner,2600000
Hyundai,2013,80000,Petrol,Individual,Manual,First Owner,160000
Hyundai,2016,80000,Petrol,Individual,Manual,First Owner,229999
Mahindra,2017,29000,Diesel,Individual,Manual,First Owner,750000
Chevrolet,2011,120000,Diesel,Individual,Manual,First Owner,195000
Toyota,2015,60000,Petrol,Individual,Manual,First Owner,320000
Mahindra,2018,20000,Diesel,Individual,Manual,First Owner,1100000
Datsun,2016,22000,Petrol,Individual,Manual,First Owner,270000
Skoda,2012,50000,Petrol,Individual,Manual,First Owner,300000
Chevrolet,2012,50000,Diesel,Individual,Manual,First Owner,200000
Maruti,2007,81366,Petrol,Individual,Manual,First Owner,120000
Maruti,2006,110000,Petrol,Individual,Manual,First Owner,95000
Volkswagen,2013,100000,Petrol,Individual,Manual,First Owner,400000
Toyota,2006,300000,Diesel,Individual,Manual,First Owner,229999
Mahindra,2016,20000,Diesel,Individual,Manual,First Owner,430000
Renault,2012,90000,Diesel,Individual,Manual,First Owner,300000
Fiat,2013,70000,Petrol,Individual,Manual,First Owner,350000
Renault,2013,120000,Diesel,Individual,Manual,First Owner,450000
Renault,2016,53000,Petrol,Individual,Manual,Second Owner,200000
Maruti,2017,30000,Petrol,Individual,Manual,First Owner,250000
Maruti,2012,90000,Petrol,Individual,Manual,Second Owner,368000
Maruti,2012,90000,Petrol,Individual,Manual,Second Owner,368000
Toyota,2014,244000,Diesel,Individual,Manual,First Owner,650000
Mahindra,1997,120000,Diesel,Individual,Manual,Third Owner,150000
Maruti,2012,60000,LPG,Individual,Manual,First Owner,180000
Hyundai,2017,15000,Petrol,Individual,Manual,First Owner,525000
Ford,2005,150000,Diesel,Individual,Manual,Second Owner,350000
Mahindra,2018,30000,Diesel,Individual,Manual,Second Owner,850000
Volkswagen,2011,312000,Diesel,Individual,Manual,Third Owner,350000
Maruti,2007,54000,Petrol,Individual,Manual,First Owner,75000
Maruti,2005,67000,Petrol,Individual,Manual,First Owner,160000
Maruti,2017,40000,Diesel,Individual,Manual,First Owner,500000
Hyundai,2008,100000,Petrol,Individual,Manual,First Owner,130000
Tata,2015,100000,Diesel,Individual,Manual,Second Owner,350000
Maruti,2005,80000,Petrol,Individual,Manual,First Owner,70000
Toyota,2014,145000,Diesel,Individual,Manual,Second Owner,750000
Honda,2013,53000,Diesel,Individual,Manual,First Owner,450000
Maruti,2015,73000,Diesel,Individual,Manual,Third Owner,430000
Maruti,2011,90000,Diesel,Individual,Manual,Third Owner,260000
Maruti,2013,80000,Diesel,Individual,Manual,Third Owner,370000
Chevrolet,2011,100000,CNG,Individual,Manual,First Owner,229999
Ford,2011,90000,Diesel,Individual,Manual,Third Owner,140000
Toyota,2013,200000,Diesel,Individual,Manual,First Owner,700000
Hyundai,2020,7300,Petrol,Individual,Manual,First Owner,545000
Datsun,2017,30000,Petrol,Individual,Manual,First Owner,200000
Tata,2015,120000,Diesel,Individual,Manual,First Owner,500000
Maruti,2008,90000,Petrol,Individual,Manual,Second Owner,70000
Mahindra,2013,25000,Diesel,Individual,Manual,Third Owner,580000
Maruti,2012,70000,CNG,Individual,Manual,Second Owner,160000
Hyundai,2018,6000,Petrol,Individual,Manual,First Owner,450000
Maruti,2010,36000,Petrol,Individual,Manual,First Owner,160000
Maruti,2016,49000,Diesel,Individual,Manual,First Owner,760000
Hyundai,2015,22000,Petrol,Individual,Manual,First Owner,300000
Maruti,1998,35000,LPG,Individual,Manual,Second Owner,50000
Mahindra,2019,24000,Diesel,Individual,Manual,First Owner,800000
Maruti,2018,20000,Diesel,Individual,Manual,First Owner,680000
Maruti,2009,50000,LPG,Individual,Manual,Second Owner,85000
Toyota,2016,70000,Diesel,Individual,Manual,First Owner,1300000
Maruti,2016,60000,Petrol,Individual,Manual,First Owner,500000
Audi,2015,35000,Diesel,Individual,Automatic,First Owner,3500000
Hyundai,2008,60000,Petrol,Individual,Manual,First Owner,145000
Mahindra,2013,60000,Diesel,Individual,Manual,First Owner,300000
Maruti,2017,60000,Diesel,Individual,Manual,Second Owner,600000
Maruti,2015,70000,Petrol,Individual,Manual,Second Owner,400000
Hyundai,2007,135000,Petrol,Individual,Manual,Second Owner,130000
Maruti,2001,72539,Petrol,Individual,Manual,Second Owner,45000
Maruti,2017,25000,Petrol,Individual,Manual,First Owner,641000
Maruti,2015,50000,Diesel,Individual,Manual,First Owner,650000
Ford,2020,101,Diesel,Dealer,Manual,Test Drive Car,784000
Ford,2020,101,Petrol,Dealer,Manual,Test Drive Car,635000
Ford,2020,101,Diesel,Dealer,Manual,Test Drive Car,1000000
Ford,2015,52328,Diesel,Dealer,Manual,First Owner,495000
Hyundai,2013,30000,Petrol,Individual,Manual,First Owner,324000
Ford,2016,91505,Diesel,Dealer,Automatic,First Owner,2100000
Maruti,2018,35000,Petrol,Individual,Manual,First Owner,200000
Maruti,2015,60000,Diesel,Individual,Manual,First Owner,320000
Hyundai,2015,20500,Petrol,Individual,Manual,First Owner,300000
Tata,2013,200000,Diesel,Individual,Manual,First Owner,180000
Toyota,2008,154000,Diesel,Individual,Manual,Third Owner,500000
Toyota,2011,120000,Petrol,Individual,Manual,Second Owner,305000
Maruti,2009,50000,Petrol,Individual,Manual,Fourth & Above Owner,125000
Maruti,2015,135000,Diesel,Individual,Manual,First Owner,800000
Mahindra,2009,100000,Diesel,Individual,Manual,First Owner,420000
Maruti,2017,40000,Diesel,Individual,Manual,First Owner,875000
Maruti,2014,70000,Diesel,Individual,Manual,First Owner,580000
Maruti,2011,133000,Diesel,Individual,Manual,Second Owner,350000
Hyundai,2004,110000,Petrol,Individual,Manual,Second Owner,120000
Tata,2013,180000,Diesel,Individual,Manual,Third Owner,150000
Renault,2013,120000,Diesel,Individual,Manual,First Owner,650000
Maruti,2010,80000,Petrol,Individual,Manual,Second Owner,225000
Honda,2014,15000,Petrol,Individual,Automatic,First Owner,400000
Hyundai,2005,70000,Petrol,Individual,Manual,First Owner,250000
Hyundai,2008,41723,Petrol,Individual,Manual,Second Owner,120000
Maruti,2010,70000,Petrol,Individual,Manual,First Owner,250000
Maruti,2012,20000,Petrol,Individual,Manual,Second Owner,175000
Renault,2013,1000,Diesel,Dealer,Manual,Second Owner,450000
Maruti,2018,26350,Diesel,Dealer,Manual,First Owner,590000
Tata,2015,68745,Diesel,Dealer,Manual,First Owner,225000
Mahindra,2016,47000,Diesel,Individual,Manual,First Owner,900000
Maruti,2017,27289,Petrol,Dealer,Automatic,First Owner,375000
Hyundai,2016,24662,Petrol,Dealer,Manual,First Owner,320000
Maruti,2013,37000,Diesel,Dealer,Manual,First Owner,525000
Nissan,2014,28245,Diesel,Dealer,Manual,First Owner,650000
Hyundai,2017,27005,Diesel,Dealer,Manual,First Owner,575000
Hyundai,2014,39227,Petrol,Dealer,Manual,First Owner,355000
Mahindra,2016,31367,Diesel,Dealer,Manual,First Owner,470000
Maruti,2008,35008,Petrol,Dealer,Manual,First Owner,221000
Hyundai,2009,27005,Petrol,Dealer,Manual,First Owner,195000
Hyundai,2004,100005,Petrol,Dealer,Manual,Second Owner,90000
Hyundai,2013,45264,Diesel,Dealer,Manual,First Owner,580000
Maruti,2014,39093,Petrol,Dealer,Manual,First Owner,325000
Honda,2013,45241,Petrol,Dealer,Manual,First Owner,495000
Hyundai,2014,12000,Petrol,Dealer,Manual,First Owner,290000
Datsun,2018,2769,Petrol,Dealer,Manual,First Owner,375000
Tata,2011,43128,Diesel,Dealer,Manual,First Owner,211000
Hyundai,2010,110000,Petrol,Individual,Manual,Second Owner,270000
Maruti,2004,50000,Petrol,Individual,Manual,Second Owner,70000
Hyundai,2010,60000,Petrol,Individual,Manual,Second Owner,225000
Mahindra,2014,70000,Diesel,Individual,Manual,Third Owner,420000
Chevrolet,2015,22255,Petrol,Individual,Manual,First Owner,280000
Hyundai,2013,59213,Petrol,Individual,Manual,First Owner,400000
Mahindra,2015,55000,Diesel,Individual,Manual,First Owner,850000
Ford,2011,80000,Diesel,Individual,Manual,First Owner,550000
Ford,2011,80000,Diesel,Individual,Manual,First Owner,550000
Renault,2018,40000,Diesel,Individual,Manual,First Owner,1000000
Mahindra,2014,170000,Diesel,Individual,Manual,First Owner,350000
Tata,2011,170000,Diesel,Individual,Manual,Second Owner,350000
Honda,2007,70000,Petrol,Individual,Manual,Third Owner,170000
Ford,2020,1010,Petrol,Dealer,Manual,Test Drive Car,828999
Ford,2020,1010,Petrol,Dealer,Manual,Test Drive Car,1119000
Ford,2020,1111,Petrol,Dealer,Manual,Test Drive Car,746000
Ford,2020,1010,Petrol,Dealer,Manual,Test Drive Car,1030000
Ford,2020,1010,Diesel,Dealer,Manual,Test Drive Car,1334000
Ford,2020,1010,Petrol,Dealer,Manual,Test Drive Car,811999
Ford,2020,1010,Diesel,Dealer,Manual,Test Drive Car,1331000
Ford,2020,1010,Petrol,Dealer,Manual,Test Drive Car,852000
Tata,2006,120000,Diesel,Individual,Manual,Second Owner,45000
Renault,2013,70000,Diesel,Individual,Manual,Third Owner,430000
Tata,2011,60000,Diesel,Individual,Manual,Second Owner,140000
Mahindra,2015,70000,Diesel,Individual,Manual,First Owner,830000
Mahindra,2009,110000,Diesel,Individual,Manual,Second Owner,409999
Maruti,2012,80000,Diesel,Individual,Manual,Third Owner,190000
Honda,2007,80000,Petrol,Individual,Manual,Second Owner,200000
Hyundai,2006,110000,Petrol,Individual,Manual,Second Owner,120000
Mahindra,2019,50000,Diesel,Individual,Manual,First Owner,850000
Tata,2011,115000,Diesel,Individual,Manual,Fourth & Above Owner,95000
